heuristic_id,raw_app_type,instance_scale,filename,strategy,algorithm,code,objective,task_name,parse_ok,is_timeout
pop_10_op_e1_n10_251226_232328,cvrp_lns,results_20251225_141130_lns_cvrp_gpt5nano20250807_ueFalse_uiFalse_uitypeNone,program_pop_10_op_e1_n10_251226_232328.json,e1,"A completely different LNS destroy scoring: for each non-depot node, compute a cross-node distance score using a small random sample of other nodes to estimate global dispersion, scale by the route size, damp by demand, and add a small perturbation; remove a random fraction of top-scoring non-depot nodes.
","def destroy_scoring(current_solution, data, rng):
    distance_matrix = data['distance_matrix']
    demands = data.get('demands', [])

    scores = []
    all_non_dep = []

    routes_info = []
    for route in current_solution:
        non_dep = [n for n in route if n != 0]
        L = len(non_dep)
        routes_info.append((route, non_dep, L))
        all_non_dep.extend(non_dep)

    total_non_dep = len(all_non_dep)
    uniq_nodes = list(dict.fromkeys(all_non_dep))
    m = min(6, len(uniq_nodes))

    if m > 0:
        sample = rng.choice(uniq_nodes, size=m, replace=False)
        sample_set = set(sample.tolist()) if hasattr(sample, 'tolist') else set(sample)
    else:
        sample_set = set()

    for route, non_dep, L in routes_info:
        if L == 0:
            continue
        for node in non_dep:
            s = 0.0
            count = 0
            for j in sample_set:
                if j == node:
                    continue
                s += distance_matrix[node][j]
                count += 1
            sample_mean = s / count if count > 0 else 0.0

            depot_distance = distance_matrix[node][0]
            demand = demands[node] if node < len(demands) else 0

            route_len = L
            factor = 1.0 + 0.55 * (route_len ** 0.6)

            score = (0.9 * sample_mean + 0.1 * depot_distance) * factor
            score /= (1.0 + 0.25 * demand)

            perturb = rng.random() * 0.08 * (sample_mean + 1.0)
            score += perturb

            scores.append((node, score))

    if total_non_dep == 0:
        k = 0
    else:
        frac = 0.18 + rng.random() * 0.12  # between 0.18 and 0.30
        k = max(1, int(round(total_non_dep * frac)))
        if k > total_non_dep:
            k = total_non_dep

    return scores, k
",3737364.2,CVRP,True,False
pop_6_op_m1_n2_251226_113847,cvrp_lns,results_20251225_141130_lns_cvrp_gpt5nano20250807_ueFalse_uiFalse_uitypeNone,program_pop_6_op_m1_n2_251226_113847.json,m1,"Design a new LNS destroy scoring heuristic that computes per-node scores from a route-size-weighted peripherality measure, a load-based penalty, a demand-adaptive scale, and a small directional bias, then removes the top-k scored non-depot nodes, with k proportional to total nodes removed.
","def destroy_scoring(current_solution, data, rng):
    distance_matrix = data['distance_matrix']
    demands = data.get('demands', [])
    vehicle_caps = data.get('vehicle_capacities', [])
    
    scores = []
    total_non_dep = 0

    for route in current_solution:
        non_dep = [n for n in route if n != 0]
        L = len(non_dep)
        total_non_dep += L

        if L == 0:
            continue

        # Route-size factor (different from the original, with milder growth)
        route_size_factor = 1.0 + 0.5 * (L - 1)

        # Route demand and load context
        route_demand = 0
        for n in non_dep:
            if n < len(demands):
                route_demand += demands[n]
        cap = max(vehicle_caps) if vehicle_caps else 1
        if cap <= 0:
            cap = 1
        load_factor = route_demand / cap  # 0.0 light, 1.0 full or over

        for node in non_dep:
            # Mean distance to other non-depot nodes in this route
            if L > 1:
                s = 0.0
                for other in non_dep:
                    if other == node:
                        continue
                    s += distance_matrix[node][other]
                mean_distance = s / (L - 1)
            else:
                mean_distance = 0.0

            demand = demands[node] if node < len(demands) else 0

            # New scoring: peripherality (mean distance) boosted by route size, penalized by load and demand, with a small directional bias
            load_penalty = max(0.0, 1.0 - 0.8 * min(load_factor, 1.0))  # ~1.0 when light, ~0.2 when full
            dir_term = 1.0 + (0.05 if (node % 2 == 0) else -0.05)

            score = mean_distance * route_size_factor * load_penalty
            score *= (1.0 - 0.02 * demand)  # reduce score for higher demand

            perturb = rng.random() * 0.04 * (mean_distance + 1.0)
            score += perturb
            score *= dir_term

            scores.append((node, score))

    if total_non_dep == 0:
        k = 0
    else:
        frac = 0.15 + rng.random() * 0.15  # between 0.15 and 0.30
        k = max(1, int(round(total_non_dep * frac)))
        if k > total_non_dep:
            k = total_non_dep

    return scores, k
",3946298.7,CVRP,True,False
pop_9_op_m1_n15_251226_214405,cvrp_lns,results_20251225_141130_lns_cvrp_gpt5nano20250807_ueFalse_uiFalse_uitypeNone,program_pop_9_op_m1_n15_251226_214405.json,m1,"Score each non-depot node by using the maximum intra-route distance to other non-depot nodes and the distance to the depot, scaled by the route's slack (capacity minus demand) with a small random perturbation, then remove the top-k highest-scoring nodes where k is a random fraction of all non-depot nodes.
","def destroy_scoring(current_solution, data, rng):
    distance_matrix = data['distance_matrix']
    demands = data.get('demands', [])
    vehicle_capacities = data.get('vehicle_capacities', [])

    scores = []
    total_non_dep = 0

    # determine a representative route capacity (fallback if not provided)
    max_capacity = max(vehicle_capacities) if vehicle_capacities else 0
    if max_capacity <= 0:
        max_capacity = 1  # avoid division by zero

    for route in current_solution:
        non_dep = [n for n in route if n != 0]
        if not non_dep:
            continue
        total_non_dep += len(non_dep)

        # compute route demand
        route_demand = 0
        for n in non_dep:
            if n < len(demands):
                route_demand += demands[n]

        # compute route slack ratio (clamped to [0, 1])
        slack_ratio = (max_capacity - route_demand) / max_capacity
        if slack_ratio < 0.0:
            slack_ratio = 0.0

        for i in non_dep:
            # max distance to any other node in the same route
            max_dist = 0.0
            for j in non_dep:
                if i == j:
                    continue
                d = distance_matrix[i][j]
                if d > max_dist:
                    max_dist = d

            d_to_depot = distance_matrix[i][0]
            demand_i = demands[i] if i < len(demands) else 0

            # base score: emphasize worst intra-route connectivity and depot distance,
            # scaled by route slack
            score = (0.6 * max_dist + 0.4 * d_to_depot) * (1.0 + 0.5 * slack_ratio)

            # small random perturbation to diversify removal
            score += rng.random() * 0.1 * (max_dist + d_to_depot + 1.0)

            scores.append((i, score))

    if total_non_dep == 0:
        k = 0
    else:
        frac = 0.25 + rng.random() * 0.25  # between 0.25 and 0.50
        k = max(1, int(round(total_non_dep * frac)))
        if k > total_non_dep:
            k = total_non_dep

    return scores, k
",3981365.0,CVRP,True,False
pop_4_op_e1_n6_251226_034419,cvrp_lns,results_20251225_141130_lns_cvrp_gpt5nano20250807_ueFalse_uiFalse_uitypeNone,program_pop_4_op_e1_n6_251226_034419.json,e1,"Pivot-anchor proximity scoring: pick up to three anchor non-depot pivots from the solution, compute for every non-depot node its distance to the nearest pivot and the sum of distances to all pivots, combine with route-length and depot-distance penalties, add jitter, and remove the top-k nodes where k is a small random fraction of total non-depot nodes.}
","def destroy_scoring(current_solution, data, rng):
    distance_matrix = data['distance_matrix']
    demands = data.get('demands', [])
    
    # Gather all non-depot nodes in the solution
    non_dep_all = []
    for route in current_solution:
        non_dep_all.extend([n for n in route if n != 0])
    total_non_dep = len(non_dep_all)

    # Choose up to 3 pivots deterministically from the first non-depot nodes
    pivots_count = min(3, total_non_dep)
    pivots = non_dep_all[:pivots_count] if pivots_count > 0 else []

    # Compute per-node route length (number of non-depot nodes in its route)
    node_to_route_len = {}
    for route in current_solution:
        L = len([n for n in route if n != 0])
        if L == 0:
            continue
        for n in route:
            if n != 0:
                node_to_route_len[n] = L

    scores = []
    for route in current_solution:
        L = len([n for n in route if n != 0])
        if L == 0:
            continue

        for node in route:
            if node == 0:
                continue

            # Features based on pivots
            dist_to_nearest_pivot = 0.0
            sum_to_pivots = 0.0
            if pivots:
                nearest = None
                for p in pivots:
                    d = distance_matrix[node][p] if (node < len(distance_matrix) and p < len(distance_matrix[node])) else 0
                    if nearest is None or d < nearest:
                        nearest = d
                    sum_to_pivots += d
                dist_to_nearest_pivot = nearest if nearest is not None else 0.0

            d_to_depot = distance_matrix[node][0] if (node < len(distance_matrix) and 0 < len(distance_matrix[node])) else 0
            demand = demands[node] if node < len(demands) else 0
            route_len = node_to_route_len.get(node, L)

            # Combine features with a route-length factor and penalties
            factor = 1.0 + 0.4 * (route_len - 1)
            score = (dist_to_nearest_pivot * 1.4 + sum_to_pivots * 0.7) * factor
            score -= 0.25 * d_to_depot
            score -= 0.5 * demand

            # Small random perturbation to diversify removals
            perturb = rng.random() * 0.08 * (dist_to_nearest_pivot + 1.0)
            score += perturb

            scores.append((node, score))

    if total_non_dep == 0:
        k = 0
    else:
        frac = 0.12 + rng.random() * 0.18  # between 0.12 and 0.30
        k = max(1, int(round(total_non_dep * frac)))
        if k > total_non_dep:
            k = total_non_dep

    return scores, k
",3981765.6,CVRP,True,False
pop_18_op_e2_n19_251228_033156,cvrp_lns,results_20251225_141130_lns_cvrp_gpt5nano20250807_ueFalse_uiFalse_uitypeNone,program_pop_18_op_e2_n19_251228_033156.json,e2,"Compute a diffusion-based, route-aware score for each node by propagating influence along its route from the depot using distance-weighted edge factors, modulated by route demand and mean-distance diversification, plus a small jitter, then remove a small random fraction of top-scoring nodes.}
","def destroy_scoring(current_solution, data, rng):
    distance_matrix = data['distance_matrix']
    demands = data.get('demands', [])
    scores = []
    total_non_dep = 0

    for route in current_solution:
        non_dep = [n for n in route if n != 0]
        L = len(non_dep)
        total_non_dep += L

        if L == 0:
            continue

        # route demand
        route_demand = 0.0
        for n in non_dep:
            if n < len(demands):
                route_demand += demands[n]

        # Forward diffusion from depot through the route
        forward = {}
        accum = 0.0
        for i in range(L):
            node = non_dep[i]
            prev = non_dep[i - 1] if i > 0 else 0
            dist = distance_matrix[prev][node] if prev < len(distance_matrix) and node < len(distance_matrix[prev]) else 0.0
            edge_factor = 1.0 / (1.0 + dist)
            accum = accum * 0.6 + edge_factor
            forward[node] = accum

        # Backward diffusion from route end to depot
        backward = {}
        accum = 0.0
        for i in range(L - 1, -1, -1):
            node = non_dep[i]
            nxt = non_dep[i + 1] if i < L - 1 else 0
            dist = distance_matrix[node][nxt] if node < len(distance_matrix) and nxt < len(distance_matrix[node]) else 0.0
            edge_factor = 1.0 / (1.0 + dist)
            accum = accum * 0.6 + edge_factor
            backward[node] = accum

        for idx, node in enumerate(non_dep):
            diff = forward[node] + backward[node]

            # mean distance to other nodes in the same route
            mean_distance_to_others = 0.0
            if L > 1:
                s = 0.0
                for other in non_dep:
                    if other == node:
                        continue
                    s += distance_matrix[node][other]
                mean_distance_to_others = s / (L - 1)

            node_demand = demands[node] if node < len(demands) else 0.0
            demand_ratio = (node_demand / route_demand) if route_demand > 0.0 else 0.0

            # New score combining diffusion with route context
            score = diff * (1.0 + 0.5 * demand_ratio)
            score -= mean_distance_to_others * 0.35

            perturb = rng.random() * 0.2 * (diff + mean_distance_to_others + 1.0)
            score += perturb

            if score < 0.0:
                score = 0.0

            scores.append((node, score))

    if total_non_dep == 0:
        k = 0
    else:
        frac = 0.05 + rng.random() * 0.10  # between 0.05 and 0.15
        k = int(round(total_non_dep * frac))
        if k < 1:
            k = 1
        if k > total_non_dep:
            k = total_non_dep

    return scores, k
",3974490.5,CVRP,True,False
pop_18_op_e2_n9_251228_033156,cvrp_lns,results_20251225_141130_lns_cvrp_gpt5nano20250807_ueFalse_uiFalse_uitypeNone,program_pop_18_op_e2_n9_251228_033156.json,e2,"We propose a nonlinear, logistic-based route-aware scoring that uses per-node removal potential, dispersion to other nodes in its route, distance to depot, and route-demand balance, mapped through a logistic transform, plus jitter, to rank nodes for removal and then remove a small random fraction.
","def destroy_scoring(current_solution, data, rng):
    distance_matrix = data['distance_matrix']
    demands = data.get('demands', [])
    scores = []
    total_non_dep = 0
    DEPOT_IDX = 0

    for route in current_solution:
        non_dep = [n for n in route if n != 0]
        L = len(non_dep)
        total_non_dep += L

        if L == 0:
            continue

        # Compute route total demand (for demand balance)
        route_demand = 0.0
        for n in non_dep:
            if n < len(demands):
                route_demand += demands[n]

        for idx, node in enumerate(non_dep):
            prev_node = non_dep[idx - 1] if idx > 0 else None
            next_node = non_dep[idx + 1] if idx < L - 1 else None

            # removal_potential: local edge-bridge like effect
            removal_potential = 0.0
            if prev_node is not None and next_node is not None:
                removal_potential = (distance_matrix[prev_node][node]
                                     + distance_matrix[node][next_node]
                                     - distance_matrix[prev_node][next_node])
                if removal_potential < 0.0:
                    removal_potential = 0.0
            elif prev_node is not None:
                removal_potential = distance_matrix[prev_node][node]
            elif next_node is not None:
                removal_potential = distance_matrix[node][next_node]

            # dispersion: mean distance to other nodes in the route
            if L > 1:
                s = 0.0
                for other in non_dep:
                    if other == node:
                        continue
                    s += distance_matrix[node][other]
                dispersion = s / (L - 1)
            else:
                dispersion = 0.0

            # distance to depot
            if  DEPOT_IDX < len(distance_matrix) and node < len(distance_matrix[DEPOT_IDX]) :
                distance_to_depot = distance_matrix[DEPOT_IDX][node]
            else:
                distance_to_depot = 0.0

            # node demand and route demand balance
            node_demand = demands[node] if node < len(demands) else 0.0
            demand_ratio = node_demand / (route_demand + 1.0)

            # logistic transform to bound the base score
            route_len_scale = 1.0 + ((L - 1) ** 2) * 0.15
            x = (1.8 * removal_potential * route_len_scale
                 - 0.9 * dispersion
                 - 0.8 * distance_to_depot
                 + 0.5 * demand_ratio)

            exp_base = 2.718281828459045
            base_score = 1.0 / (1.0 + (exp_base ** (-x)))

            # jitter for diversification
            perturb = rng.random() * 0.6 * (removal_potential + dispersion + 1.0)
            score = base_score + perturb

            if score < 0.0:
                score = 0.0

            scores.append((node, score))

    if total_non_dep == 0:
        k = 0
    else:
        frac = 0.05 + rng.random() * 0.15  # between 5% and 20%
        k = max(1, int(round(total_non_dep * frac)))
        if k > total_non_dep:
            k = total_non_dep

    return scores, k
",3380620.8,CVRP,True,False
pop_17_op_m1_n8_251228_005726,cvrp_lns,results_20251225_141130_lns_cvrp_gpt5nano20250807_ueFalse_uiFalse_uitypeNone,program_pop_17_op_m1_n8_251228_005726.json,m1,"For each non-depot node, compute a score from its local saving, scaled by route length, plus a demand-relative term, attenuated by the mean distance to other nodes in the same route, and a small jitter, clamp to non-negative, then set k as a small random fraction of removable nodes.
","def destroy_scoring(current_solution, data, rng):
    distance_matrix = data['distance_matrix']
    demands = data.get('demands', [])
    scores = []
    total_non_dep = 0

    # New parameter settings (different form from the original)
    LENGTH_COEF = 0.25          # influence of route length on the score
    DEMAND_COMPONENT_WEIGHT = 0.4  # weight for the per-node demand relative to route demand
    ATTENUATION_FACTOR = 0.6      # attenuation based on mean distance
    JITTER_SCALE = 0.25           # diversification jitter

    for route in current_solution:
        non_dep = [n for n in route if n != 0]
        L = len(non_dep)
        total_non_dep += L

        if L == 0:
            continue

        # Compute total demand for the route (only valid indices)
        route_demand = 0.0
        for n in non_dep:
            if n < len(demands):
                route_demand += demands[n]

        for idx, node in enumerate(non_dep):
            prev_node = non_dep[idx - 1] if idx > 0 else None
            next_node = non_dep[idx + 1] if idx < L - 1 else None

            saving = 0.0
            if prev_node is not None and next_node is not None:
                saving = (distance_matrix[prev_node][node]
                          + distance_matrix[node][next_node]
                          - distance_matrix[prev_node][next_node])
                if saving < 0.0:
                    saving = 0.0

            mean_distance = 0.0
            if L > 1:
                s = 0.0
                for other in non_dep:
                    if other == node:
                        continue
                    s += distance_matrix[node][other]
                mean_distance = s / (L - 1)
            else:
                mean_distance = 0.0

            node_demand = demands[node] if node < len(demands) else 0.0

            length_factor = 1.0 + LENGTH_COEF * (L - 1)
            base = saving * length_factor

            if route_demand > 0.0:
                base += DEMAND_COMPONENT_WEIGHT * (node_demand / route_demand)

            attenuation = 1.0 / (1.0 + (mean_distance ** 2) * ATTENUATION_FACTOR)
            score = base * attenuation

            jitter = rng.random() * JITTER_SCALE * (saving + mean_distance + 1.0)
            score += jitter

            if score < 0.0:
                score = 0.0

            scores.append((node, score))

    if total_non_dep == 0:
        k = 0
    else:
        frac = 0.05 + rng.random() * 0.10  # 5% to 15% of removable nodes
        k = max(1, int(round(total_non_dep * frac)))
        if k > total_non_dep:
            k = total_non_dep

    return scores, k
",3367598.1,CVRP,True,False
pop_7_op_m2_n1_251226_154343,cvrp_lns,results_20251225_141130_lns_cvrp_gpt5nano20250807_ueFalse_uiFalse_uitypeNone,program_pop_7_op_m2_n1_251226_154343.json,m2,"New LNS destroy scoring: for each route compute the mean distance to peer nodes within the route, apply a slow-growing diversity factor, weight by remaining capacity with a moderated load factor, scale distances with an exponent 0.85, penalize high-demand nodes, add a small RNG perturbation, and remove a random fraction of all non-depot nodes (k between 0.15 and 0.40 of the total non-depot count).
","def destroy_scoring(current_solution, data, rng):
    distance_matrix = data['distance_matrix']
    demands = data.get('demands', [])
    vehicle_capacities = data.get('vehicle_capacities', [])

    scores = []
    total_non_dep = 0

    for r_idx, route in enumerate(current_solution):
        non_dep = [n for n in route if n != 0]
        L = len(non_dep)
        if L == 0:
            continue

        total_non_dep += L

        route_demand = 0
        for node in non_dep:
            if node < len(demands):
                route_demand += demands[node]
        capacity = vehicle_capacities[r_idx] if r_idx < len(vehicle_capacities) else 0
        if capacity <= 0:
            remaining_ratio = 0.0
        else:
            remaining_ratio = (capacity - route_demand) / capacity
            if remaining_ratio < 0.0:
                remaining_ratio = 0.0
            if remaining_ratio > 1.0:
                remaining_ratio = 1.0

        # Route diversity factor (slower growth)
        diversity = 1.0 + 0.05 * (L - 1)

        for node in non_dep:
            if L > 1:
                s = 0.0
                for other in non_dep:
                    if other == node:
                        continue
                    s += distance_matrix[node][other]
                mean_distance = s / (L - 1)
            else:
                mean_distance = 0.0

            node_demand = demands[node] if node < len(demands) else 0

            # Weighted by remaining capacity (moderate impact)
            load_factor = 1.0 + 0.4 * (1.0 - remaining_ratio)

            score = (mean_distance ** 0.85) * diversity * load_factor
            score /= (1.0 + 0.8 * node_demand)

            perturb = rng.random() * 0.04 * (mean_distance + 0.5)
            score += perturb

            scores.append((node, score))

    if total_non_dep == 0:
        k = 0
    else:
        frac = 0.15 + rng.random() * 0.25  # between 0.15 and 0.40
        k = max(1, int(round(total_non_dep * frac)))
        if k > total_non_dep:
            k = total_non_dep

    return scores, k
",3659786.1,CVRP,True,False
pop_10_op_m1_n8_251227_010748,cvrp_lns,results_20251225_141130_lns_cvrp_gpt5nano20250807_ueFalse_uiFalse_uitypeNone,program_pop_10_op_m1_n8_251227_010748.json,m1,"Score each non-depot node using a route-local danger index based on its two closest-neighbor distances within the route, the distance to the depot, and its demand relative to vehicle capacity, scaled by a route-occupancy factor and perturbed by randomness, then remove the top-k highest-scoring nodes across all routes.
","def destroy_scoring(current_solution, data, rng):
    distance_matrix = data['distance_matrix']
    demands = data.get('demands', [])
    capacities = data.get('vehicle_capacities', [])
    max_capacity = max(capacities) if capacities else 1

    scores = []
    total_non_dep = 0

    for route in current_solution:
        non_dep = [n for n in route if n != 0]
        L = len(non_dep)
        if L == 0:
            continue

        total_non_dep += L

        # Route occupancy factor based on total demand in the route
        route_load = 0
        for n in non_dep:
            if n < len(demands):
                route_load += demands[n]
        occupancy_factor = route_load / max_capacity if max_capacity > 0 else 0.0

        # Different route size factor (modified parameters)
        factor = 1.0 + 0.18 * (L ** 0.6) + 0.05 * (L - 1)

        for node in non_dep:
            other_nodes = [o for o in non_dep if o != node]
            if len(other_nodes) > 0:
                dists = [distance_matrix[node][o] for o in other_nodes]
                dists_sorted = sorted(dists)
                nearest = dists_sorted[0]
                second_nearest = dists_sorted[1] if len(dists_sorted) > 1 else 0.0
                sum_closest = nearest + second_nearest
            else:
                sum_closest = 0.0

            depot_distance = distance_matrix[node][0] if node < len(distance_matrix) else 0
            demand = demands[node] if node < len(demands) else 0

            # New scoring form: combine two closest-neighbor distance info with depot distance
            score_base = 0.6 * sum_closest + 0.4 * depot_distance
            score = score_base * factor

            # Amplify by demand relative to capacity (different damping than original)
            score *= (1.0 + 0.5 * (demand / max_capacity))

            # Small random perturbation
            perturb = rng.random() * 0.04 * (sum_closest + depot_distance + 1.0)
            score += perturb

            scores.append((node, score))

    if total_non_dep == 0:
        k = 0
    else:
        frac = 0.12 + rng.random() * 0.28  # between 0.12 and 0.40
        k = max(1, int(round(total_non_dep * frac)))
        if k > total_non_dep:
            k = total_non_dep

    return scores, k
",3853309.5,CVRP,True,False
pop_18_op_m2_n14_251228_051251,cvrp_lns,results_20251225_141130_lns_cvrp_gpt5nano20250807_ueFalse_uiFalse_uitypeNone,program_pop_18_op_m2_n14_251228_051251.json,m2,"Describe a modified endpoint-savings based removal scoring with adjusted weights: emphasize endpoint-driven savings, apply a steeper distance attenuation, reduce the per-route demand bonus, introduce a capacity-overload sensitivity bonus, and amplify randomness, then remove a small random fraction of nodes.
","def destroy_scoring(current_solution, data, rng):
    distance_matrix = data['distance_matrix']
    demands = data.get('demands', [])
    capacities = data.get('vehicle_capacities', [])
    max_cap = max(capacities) if capacities else 0.0

    scores = []
    total_non_dep = 0

    for route in current_solution:
        non_dep = [n for n in route if n != 0]
        L = len(non_dep)
        total_non_dep += L

        if L == 0:
            continue

        route_demand = 0.0
        for n in non_dep:
            if n < len(demands):
                route_demand += demands[n]

        for idx, node in enumerate(non_dep):
            prev_node = non_dep[idx - 1] if idx > 0 else 0
            next_node = non_dep[idx + 1] if idx < L - 1 else 0

            saving = distance_matrix[prev_node][node] + distance_matrix[node][next_node] - distance_matrix[prev_node][next_node]
            if saving < 0.0:
                saving = 0.0

            targets = [0] + non_dep[:idx] + non_dep[idx+1:]
            if len(targets) > 0:
                mean_distance = 0.0
                for t in targets:
                    mean_distance += distance_matrix[node][t]
                mean_distance /= len(targets)
            else:
                mean_distance = 0.0

            demand = demands[node] if node < len(demands) else 0.0

            endpoint_weight = 1.2
            score = saving * endpoint_weight

            if route_demand > 0.0:
                score += 0.6 * (demand / route_demand)

            attenuation = 1.0 / (1.0 + (mean_distance ** 1.3))
            score *= attenuation

            overload = 0.0
            if max_cap > 0.0:
                overload = max(0.0, (route_demand - max_cap) / max_cap)
            score += overload * 0.9

            perturb = rng.random() * 0.12 * (saving + mean_distance + 2.0)
            score += perturb

            if score < 0.0:
                score = 0.0

            scores.append((node, score))

    if total_non_dep == 0:
        k = 0
    else:
        frac = 0.06 + rng.random() * 0.20  # between 0.06 and 0.26
        k = max(1, int(round(total_non_dep * frac)))
        if k > total_non_dep:
            k = total_non_dep

    return scores, k
",3371980.0,CVRP,True,False
pop_19_op_m2_n4_251228_083956,cvrp_lns,results_20251225_141130_lns_cvrp_gpt5nano20250807_ueFalse_uiFalse_uitypeNone,program_pop_19_op_m2_n4_251228_083956.json,m2,"Compute per-node scores using a diversified local-saving based metric with end-node bonuses, route-demand weighting, distance-mean attenuation, and random jitter, then remove a small random fraction of the top-scoring nodes.
","def destroy_scoring(current_solution, data, rng):
    distance_matrix = data['distance_matrix']
    demands = data.get('demands', [])
    scores = []
    total_non_dep = 0

    # New parameter settings (distinct from the original)
    ALPHA = 0.6
    BETA = 0.15
    END_BONUS_FACTOR = 0.25
    ATTENUATION_FACTOR = 0.6
    JITTER_SCALE = 0.35

    for route in current_solution:
        non_dep = [n for n in route if n != 0]
        L = len(non_dep)
        total_non_dep += L

        if L == 0:
            continue

        # Compute total route demand
        route_demand = 0.0
        for n in non_dep:
            if n < len(demands):
                route_demand += demands[n]

        for idx, node in enumerate(non_dep):
            prev_node = non_dep[idx - 1] if idx > 0 else None
            next_node = non_dep[idx + 1] if idx < L - 1 else None

            # Local saving term with end-node bonuses
            saving = 0.0
            if prev_node is not None and next_node is not None:
                saving = (distance_matrix[prev_node][node]
                          + distance_matrix[node][next_node]
                          - distance_matrix[prev_node][next_node])
                if saving < 0.0:
                    saving = 0.0
            else:
                # End-node bonus proportional to the adjacent edge length
                if prev_node is not None:
                    saving = END_BONUS_FACTOR * distance_matrix[prev_node][node]
                elif next_node is not None:
                    saving = END_BONUS_FACTOR * distance_matrix[node][next_node]
                else:
                    saving = 0.0

            # Mean distance to other nodes in the same route
            mean_distance = 0.0
            if L > 1:
                s = 0.0
                for other in non_dep:
                    if other == node:
                        continue
                    s += distance_matrix[node][other]
                mean_distance = s / (L - 1)
            else:
                mean_distance = 0.0

            demand = demands[node] if node < len(demands) else 0.0

            score = saving * (1.0 + ALPHA * (L - 1))

            if route_demand > 0.0:
                score += BETA * (demand / route_demand)

            attenuation = 1.0 / (1.0 + mean_distance * ATTENUATION_FACTOR)
            score *= attenuation

            perturb = rng.random() * JITTER_SCALE * (saving + mean_distance + 1.0)
            score += perturb

            if score < 0.0:
                score = 0.0

            scores.append((node, score))

    if total_non_dep == 0:
        k = 0
    else:
        # Proportion of nodes to remove: base around 8% with a small random range
        frac = 0.08 + rng.random() * 0.12
        k = max(1, int(round(total_non_dep * frac)))
        if k > total_non_dep:
            k = total_non_dep

    return scores, k
",3366449.6,CVRP,True,False
pop_16_op_e2_n5_251227_203430,cvrp_lns,results_20251225_141130_lns_cvrp_gpt5nano20250807_ueFalse_uiFalse_uitypeNone,program_pop_16_op_e2_n5_251227_203430.json,e2,"A globally-driven destruction scoring that assigns each non-depot node a score based on its total distance to all nodes (global influence), its local intra-route distance to other nodes, and its potential neighbor-savings within its route, then adds a small random perturbation to diversify removals.
","def destroy_scoring(current_solution, data, rng):
    distance_matrix = data['distance_matrix']
    demands = data.get('demands', [])
    scores = []
    total_non_dep = 0
    n_nodes = len(distance_matrix)

    for route in current_solution:
        non_dep = [n for n in route if n != 0]
        L = len(non_dep)
        if L == 0:
            continue
        total_non_dep += L

        for idx in range(L):
            node = non_dep[idx]

            # Potential distance saving if removing this node and bypassing its neighbors
            prev_node = non_dep[idx - 1] if idx > 0 else None
            next_node = non_dep[idx + 1] if idx < L - 1 else None
            saving = 0.0
            if prev_node is not None and next_node is not None:
                saving = (distance_matrix[prev_node][node] +
                          distance_matrix[node][next_node] -
                          distance_matrix[prev_node][next_node])
                if saving < 0.0:
                    saving = 0.0

            # Mean distance from this node to other nodes in the same route
            if L > 1:
                s = 0.0
                for other in non_dep:
                    if other == node:
                        continue
                    s += distance_matrix[node][other]
                mean_distance = s / (L - 1)
            else:
                mean_distance = 0.0

            # Global influence: sum of distances from this node to all nodes
            global_influence = 0.0
            if node < n_nodes:
                row = distance_matrix[node]
                for j in range(n_nodes):
                    global_influence += row[j]
            else:
                global_influence = 0.0

            demand = demands[node] if node < len(demands) else 0.0

            # New scoring composition: global influence, local distance, and local saving
            score = (global_influence / (1.0 + demand)) * 0.5
            score += mean_distance * 0.25
            score += saving * 1.0

            # Small jitter to diversify choices
            perturb = rng.random() * 0.1 * (global_influence + mean_distance + 1.0)
            score += perturb

            if score < 0.0:
                score = 0.0

            scores.append((node, score))

    if total_non_dep == 0:
        k = 0
    else:
        frac = 0.08 + rng.random() * 0.16  # between 0.08 and 0.24
        k = max(1, int(round(total_non_dep * frac)))
        if k > total_non_dep:
            k = total_non_dep

    return scores, k
",3876848.4,CVRP,True,False
