heuristic_id,raw_app_type,objective,prediction,confidence,parse_ok,parse_error
pop_11_op_m2_n8_251225_053606,bin_greedy,0.77613,0.2,0.8,True,
pop_11_op_m2_n9_251225_053606,bin_greedy,0.88329,0.2,0.7,True,
pop_12_op_e1_n0_251225_054026,bin_greedy,0.01077,0.2789,0.85,True,
pop_12_op_e1_n10_251225_054026,bin_greedy,0.41121,0.2789,0.85,True,
pop_12_op_e1_n11_251225_054026,bin_greedy,0.46473,0.2,0.8,True,
pop_12_op_e1_n12_251225_054026,bin_greedy,0.29912,0.278,0.85,True,
pop_12_op_e1_n13_251225_054026,bin_greedy,0.01388,0.2789,0.85,True,
pop_12_op_e1_n14_251225_054026,bin_greedy,0.38455,0.2,0.7,True,
pop_12_op_e1_n15_251225_054026,bin_greedy,0.68196,0.2876,0.85,True,
pop_12_op_e1_n16_251225_054026,bin_greedy,0.04025,0.2789,0.85,True,
pop_12_op_e1_n17_251225_054026,bin_greedy,0.00926,0.2789,0.85,True,
pop_12_op_e1_n18_251225_054026,bin_greedy,0.016,0.2789,0.85,True,
pop_12_op_e1_n19_251225_054026,bin_greedy,1.51263,0.2876,0.85,True,
pop_12_op_e1_n1_251225_054026,bin_greedy,0.52802,0.2,0.8,True,
pop_12_op_e1_n2_251225_054026,bin_greedy,0.23966,0.2879,0.85,True,
pop_12_op_e1_n5_251225_054026,bin_greedy,0.38575,0.2789,0.85,True,
pop_12_op_e1_n6_251225_054026,bin_greedy,1.38263,0.2,0.7,True,
pop_12_op_e1_n7_251225_054026,bin_greedy,1.31593,0.2,0.7,True,
pop_12_op_e1_n8_251225_054026,bin_greedy,1.51534,0.2875,0.85,True,
pop_12_op_e1_n9_251225_054026,bin_greedy,0.11329,0.2879,0.85,True,
pop_12_op_e2_n0_251225_054527,bin_greedy,0.87796,0.278,0.8,True,
pop_12_op_e2_n10_251225_054527,bin_greedy,0.01871,0.278,0.85,True,
pop_12_op_e2_n11_251225_054527,bin_greedy,0.01368,0.2789,0.85,True,
pop_12_op_e2_n12_251225_054527,bin_greedy,0.00734,0.2789,0.85,True,
pop_12_op_e2_n13_251225_054527,bin_greedy,0.18473,1.0,,True,Used float fallback (no JSON).
pop_12_op_e2_n15_251225_054527,bin_greedy,0.065,0.2789,0.85,True,
pop_12_op_e2_n16_251225_054527,bin_greedy,0.03642,0.2879,0.75,True,
pop_12_op_e2_n17_251225_054527,bin_greedy,0.23151,0.2789,0.85,True,
pop_12_op_e2_n18_251225_054527,bin_greedy,0.03984,0.2789,0.85,True,
pop_12_op_e2_n19_251225_054527,bin_greedy,1.51514,0.2,0.7,True,
pop_12_op_e2_n1_251225_054527,bin_greedy,0.01791,0.2789,0.85,True,
pop_12_op_e2_n2_251225_054527,bin_greedy,0.76909,0.2875,0.85,True,
pop_12_op_e2_n3_251225_054527,bin_greedy,0.04085,0.2879,0.85,True,
pop_12_op_e2_n4_251225_054527,bin_greedy,0.04497,0.2789,0.85,True,
pop_12_op_e2_n5_251225_054527,bin_greedy,0.90975,0.278,0.8,True,
pop_12_op_e2_n6_251225_054527,bin_greedy,0.05685,0.2879,0.85,True,
pop_12_op_e2_n7_251225_054527,bin_greedy,0.05252,0.25,0.8,True,
pop_12_op_e2_n8_251225_054527,bin_greedy,0.84838,0.2876,0.85,True,
pop_12_op_e2_n9_251225_054527,bin_greedy,0.02857,0.2789,0.85,True,
pop_12_op_m1_n0_251225_055047,bin_greedy,0.67462,0.2,0.7,True,
pop_12_op_m1_n10_251225_055047,bin_greedy,0.01187,0.278,0.85,True,
pop_12_op_m1_n11_251225_055047,bin_greedy,0.03049,0.2879,0.85,True,
pop_12_op_m1_n12_251225_055047,bin_greedy,0.89597,0.2,0.7,True,
pop_12_op_m1_n13_251225_055047,bin_greedy,0.15313,0.2789,0.85,True,
pop_12_op_m1_n14_251225_055047,bin_greedy,0.07415,0.2879,0.85,True,
pop_12_op_m1_n15_251225_055047,bin_greedy,0.13764,0.2789,0.85,True,
pop_12_op_m1_n16_251225_055047,bin_greedy,0.04226,0.2789,0.85,True,
pop_12_op_m1_n17_251225_055047,bin_greedy,1.4591,0.2,0.7,True,
pop_12_op_m1_n18_251225_055047,bin_greedy,0.00885,0.2879,0.85,True,
pop_12_op_m1_n19_251225_055047,bin_greedy,0.10766,0.2789,0.85,True,
pop_12_op_m1_n1_251225_055047,bin_greedy,0.02546,0.2879,0.85,True,
pop_12_op_m1_n2_251225_055047,bin_greedy,0.48617,0.2789,0.85,True,
pop_12_op_m1_n3_251225_055047,bin_greedy,0.14358,0.2789,0.85,True,
pop_12_op_m1_n4_251225_055047,bin_greedy,0.31663,0.2,0.7,True,
pop_12_op_m1_n5_251225_055047,bin_greedy,0.30526,0.2789,0.85,True,
pop_12_op_m1_n6_251225_055047,bin_greedy,0.13331,0.2,0.8,True,
pop_12_op_m1_n7_251225_055047,bin_greedy,0.04829,0.2789,0.85,True,
pop_12_op_m1_n8_251225_055047,bin_greedy,0.03984,0.2879,0.85,True,
pop_12_op_m1_n9_251225_055047,bin_greedy,0.58899,0.2789,0.85,True,
pop_12_op_m2_n0_251225_055507,bin_greedy,0.01952,0.2789,0.85,True,
pop_12_op_m2_n10_251225_055507,bin_greedy,0.00775,0.2789,0.85,True,
pop_12_op_m2_n11_251225_055507,bin_greedy,0.04226,0.2879,0.85,True,
pop_12_op_m2_n12_251225_055507,bin_greedy,0.02666,0.2789,0.85,True,
pop_12_op_m2_n14_251225_055507,bin_greedy,0.50136,0.2789,0.85,True,
pop_12_op_m2_n15_251225_055507,bin_greedy,0.87494,0.2,0.7,True,
pop_12_op_m2_n16_251225_055507,bin_greedy,0.03984,0.278,0.85,True,
pop_12_op_m2_n17_251225_055507,bin_greedy,0.03783,0.2789,0.85,True,
pop_12_op_m2_n18_251225_055507,bin_greedy,0.01318,0.2789,0.85,True,
pop_12_op_m2_n19_251225_055507,bin_greedy,0.04226,0.2879,0.85,True,
pop_12_op_m2_n1_251225_055507,bin_greedy,0.03501,0.2879,0.85,True,
pop_12_op_m2_n2_251225_055507,bin_greedy,0.03984,0.278,0.85,True,
pop_12_op_m2_n3_251225_055507,bin_greedy,0.94527,0.04286,0.9,True,
pop_12_op_m2_n4_251225_055507,bin_greedy,0.01549,0.2789,0.85,True,
pop_12_op_m2_n5_251225_055507,bin_greedy,0.01409,0.2,0.7,True,
pop_12_op_m2_n6_251225_055507,bin_greedy,0.00956,0.2789,0.85,True,
pop_12_op_m2_n7_251225_055507,bin_greedy,0.00755,0.2879,0.85,True,
pop_12_op_m2_n8_251225_055507,bin_greedy,0.01167,0.2789,0.85,True,
pop_12_op_m2_n9_251225_055507,bin_greedy,0.03783,0.2879,0.85,True,
pop_13_op_e1_n10_251225_055930,bin_greedy,0.04226,0.2879,0.85,True,
pop_13_op_e1_n12_251225_055930,bin_greedy,0.28031,0.2,0.7,True,
pop_13_op_e1_n13_251225_055930,bin_greedy,0.00926,0.2789,0.85,True,
pop_13_op_e1_n14_251225_055930,bin_greedy,0.04236,0.2879,0.85,True,
pop_13_op_e1_n15_251225_055930,bin_greedy,0.03984,0.2879,0.85,True,
pop_13_op_e1_n16_251225_055930,bin_greedy,0.01026,0.2789,0.85,True,
pop_13_op_e1_n17_251225_055930,bin_greedy,1.51464,0.2789,0.85,True,
pop_13_op_e1_n18_251225_055930,bin_greedy,0.74665,0.2,0.8,True,
pop_13_op_e1_n19_251225_055930,bin_greedy,0.30697,0.2789,0.85,True,
pop_13_op_e1_n1_251225_055930,bin_greedy,0.01539,0.2789,0.85,True,
pop_13_op_e1_n2_251225_055930,bin_greedy,1.17155,0.2,0.7,True,
pop_13_op_e1_n3_251225_055930,bin_greedy,0.01851,0.2789,0.85,True,
pop_13_op_e1_n4_251225_055930,bin_greedy,1.17416,0.2,0.7,True,
pop_13_op_e1_n5_251225_055930,bin_greedy,0.03914,0.2879,0.85,True,
pop_13_op_e1_n6_251225_055930,bin_greedy,0.55941,0.2,0.7,True,
pop_13_op_e1_n7_251225_055930,bin_greedy,0.04246,0.2789,0.85,True,
pop_13_op_e1_n8_251225_055930,bin_greedy,0.30536,0.2789,0.85,True,
pop_13_op_e1_n9_251225_055930,bin_greedy,0.0487,0.2879,0.85,True,
pop_13_op_e2_n0_251225_060450,bin_greedy,0.88782,0.2875,0.8,True,
pop_13_op_e2_n10_251225_060450,bin_greedy,0.0161,0.2,0.7,True,
pop_13_op_e2_n12_251225_060450,bin_greedy,0.88802,0.278,0.85,True,
pop_13_op_e2_n14_251225_060450,bin_greedy,0.14921,0.2789,0.85,True,
pop_13_op_e2_n15_251225_060450,bin_greedy,0.12194,0.2789,0.85,True,
pop_13_op_e2_n16_251225_060450,bin_greedy,0.26482,0.2879,0.85,True,
pop_13_op_e2_n17_251225_060450,bin_greedy,0.03944,0.2,0.8,True,
pop_13_op_e2_n18_251225_060450,bin_greedy,0.10031,0.2879,0.85,True,
pop_13_op_e2_n19_251225_060450,bin_greedy,0.01288,0.2789,0.85,True,
pop_13_op_e2_n1_251225_060450,bin_greedy,0.59986,0.2,0.8,True,
pop_13_op_e2_n2_251225_060450,bin_greedy,0.04427,0.2,0.7,True,
pop_13_op_e2_n3_251225_060450,bin_greedy,0.03381,0.2875,0.8,True,
pop_13_op_e2_n5_251225_060450,bin_greedy,0.22387,0.2,0.7,True,
pop_13_op_e2_n6_251225_060450,bin_greedy,0.87051,0.2789,0.85,True,
pop_13_op_e2_n7_251225_060450,bin_greedy,0.0162,0.2789,0.85,True,
pop_13_op_e2_n9_251225_060450,bin_greedy,0.63387,0.2876,0.85,True,
pop_13_op_m1_n0_251225_060954,bin_greedy,0.04226,0.2789,0.85,True,
pop_13_op_m1_n10_251225_060954,bin_greedy,0.30516,0.2789,0.85,True,
pop_13_op_m1_n11_251225_060954,bin_greedy,0.05333,0.2789,0.85,True,
pop_13_op_m1_n12_251225_060954,bin_greedy,0.04206,0.2,0.8,True,
pop_13_op_m1_n13_251225_060954,bin_greedy,0.87997,0.2789,0.85,True,
pop_13_op_m1_n14_251225_060954,bin_greedy,0.05242,0.2879,0.85,True,
pop_13_op_m1_n15_251225_060954,bin_greedy,0.04226,0.2,0.8,True,
pop_13_op_m1_n16_251225_060954,bin_greedy,0.89496,0.2789,0.85,True,
pop_13_op_m1_n17_251225_060954,bin_greedy,0.00875,0.278,0.8,True,
pop_13_op_m1_n18_251225_060954,bin_greedy,0.74746,0.2875,0.85,True,
pop_13_op_m1_n19_251225_060954,bin_greedy,0.04065,0.2789,0.85,True,
pop_13_op_m1_n1_251225_060954,bin_greedy,0.03984,0.02037,0.85,True,
pop_13_op_m1_n2_251225_060954,bin_greedy,0.00936,0.2789,0.85,True,
pop_13_op_m1_n3_251225_060954,bin_greedy,0.00755,0.2789,0.85,True,
pop_13_op_m1_n4_251225_060954,bin_greedy,0.04145,0.2,0.8,True,
pop_13_op_m1_n5_251225_060954,bin_greedy,0.2462,0.2879,0.85,True,
pop_13_op_m1_n6_251225_060954,bin_greedy,0.36754,0.2789,0.85,True,
pop_13_op_m1_n7_251225_060954,bin_greedy,0.0168,0.2789,0.85,True,
pop_13_op_m1_n8_251225_060954,bin_greedy,0.86035,0.2789,0.85,True,
pop_13_op_m1_n9_251225_060954,bin_greedy,1.51474,0.2879,0.85,True,
pop_13_op_m2_n0_251225_061422,bin_greedy,0.098,0.2875,0.85,True,
pop_13_op_m2_n10_251225_061422,bin_greedy,0.01087,0.2879,0.85,True,
pop_13_op_m2_n11_251225_061422,bin_greedy,0.01036,1.0,,True,Used float fallback (no JSON).
pop_13_op_m2_n12_251225_061422,bin_greedy,0.00805,0.2789,0.85,True,
pop_13_op_m2_n13_251225_061422,bin_greedy,0.377,0.2879,0.85,True,
pop_13_op_m2_n14_251225_061422,bin_greedy,0.01348,0.2879,0.85,True,
pop_13_op_m2_n15_251225_061422,bin_greedy,0.00916,0.2789,0.85,True,
pop_13_op_m2_n16_251225_061422,bin_greedy,0.00855,0.2879,0.85,True,
pop_13_op_m2_n17_251225_061422,bin_greedy,0.89597,0.2789,0.85,True,
pop_13_op_m2_n18_251225_061422,bin_greedy,0.43968,0.2879,0.85,True,
pop_13_op_m2_n19_251225_061422,bin_greedy,0.01097,0.2879,0.85,True,
pop_13_op_m2_n1_251225_061422,bin_greedy,0.01006,0.2879,0.85,True,
pop_13_op_m2_n2_251225_061422,bin_greedy,0.5417,0.2789,0.85,True,
pop_13_op_m2_n3_251225_061422,bin_greedy,0.03984,0.2875,0.85,True,
pop_13_op_m2_n4_251225_061422,bin_greedy,0.04226,0.2879,0.85,True,
pop_13_op_m2_n5_251225_061422,bin_greedy,0.01127,0.2879,0.85,True,
pop_13_op_m2_n6_251225_061422,bin_greedy,0.02143,0.2879,0.85,True,
pop_13_op_m2_n7_251225_061422,bin_greedy,0.03984,0.2789,0.85,True,
pop_13_op_m2_n8_251225_061422,bin_greedy,0.97444,0.2789,0.85,True,
pop_13_op_m2_n9_251225_061422,bin_greedy,0.02455,0.2879,0.85,True,
pop_14_op_e1_n0_251225_061852,bin_greedy,0.68085,0.2,0.7,True,
pop_14_op_e1_n10_251225_061852,bin_greedy,0.40064,0.2,0.7,True,
pop_14_op_e1_n11_251225_061852,bin_greedy,0.47691,0.2789,0.85,True,
pop_14_op_e1_n12_251225_061852,bin_greedy,0.24751,0.2789,0.85,True,
pop_14_op_e1_n13_251225_061852,bin_greedy,0.67542,0.2,0.7,True,
pop_14_op_e1_n14_251225_061852,bin_greedy,0.33454,0.2789,0.85,True,
pop_14_op_e1_n16_251225_061852,bin_greedy,0.0486,0.2789,0.85,True,
pop_14_op_e1_n18_251225_061852,bin_greedy,0.16571,0.2789,0.85,True,
pop_14_op_e1_n19_251225_061852,bin_greedy,0.06419,0.2,0.7,True,
pop_14_op_e1_n1_251225_061852,bin_greedy,1.51383,0.2789,0.85,True,
pop_14_op_e1_n2_251225_061852,bin_greedy,1.51333,0.2,0.7,True,
pop_14_op_e1_n3_251225_061852,bin_greedy,0.88168,0.2,0.7,True,
pop_14_op_e1_n4_251225_061852,bin_greedy,1.30768,0.2789,0.85,True,
pop_14_op_e1_n5_251225_061852,bin_greedy,0.049,0.2879,0.85,True,
pop_14_op_e1_n6_251225_061852,bin_greedy,0.13382,0.2879,0.85,True,
pop_14_op_e1_n9_251225_061852,bin_greedy,0.30546,0.2,0.7,True,
pop_14_op_e2_n0_251225_062408,bin_greedy,0.00835,0.2,0.7,True,
pop_14_op_e2_n10_251225_062408,bin_greedy,0.04004,0.2,0.7,True,
pop_14_op_e2_n11_251225_062408,bin_greedy,0.03984,0.2,0.7,True,
pop_14_op_e2_n12_251225_062408,bin_greedy,0.87323,0.2789,0.85,True,
pop_14_op_e2_n13_251225_062408,bin_greedy,0.01338,0.2789,0.85,True,
pop_14_op_e2_n14_251225_062408,bin_greedy,0.05353,0.2,0.7,True,
pop_14_op_e2_n15_251225_062408,bin_greedy,0.04648,0.2789,0.85,True,
pop_14_op_e2_n16_251225_062408,bin_greedy,0.03723,0.2879,0.85,True,
pop_14_op_e2_n17_251225_062408,bin_greedy,0.02344,0.2879,0.85,True,
pop_14_op_e2_n18_251225_062408,bin_greedy,0.16702,0.2789,0.85,True,
pop_14_op_e2_n19_251225_062408,bin_greedy,0.02032,0.2879,0.85,True,
pop_14_op_e2_n1_251225_062408,bin_greedy,0.04226,0.2789,0.85,True,
pop_14_op_e2_n2_251225_062408,bin_greedy,0.03682,0.2,0.7,True,
pop_14_op_e2_n3_251225_062408,bin_greedy,0.66747,0.2,0.7,True,
pop_14_op_e2_n4_251225_062408,bin_greedy,0.01308,0.2879,0.85,True,
pop_14_op_e2_n5_251225_062408,bin_greedy,1.41875,0.2,0.7,True,
pop_14_op_e2_n6_251225_062408,bin_greedy,0.02556,0.2879,0.85,True,
pop_14_op_e2_n7_251225_062408,bin_greedy,0.0329,0.2879,0.85,True,
pop_14_op_e2_n8_251225_062408,bin_greedy,0.0658,0.02,0.7,True,
pop_14_op_e2_n9_251225_062408,bin_greedy,0.02898,0.2789,0.85,True,
pop_14_op_m1_n0_251225_062936,bin_greedy,0.03984,0.2875,0.85,True,
pop_14_op_m1_n10_251225_062936,bin_greedy,0.00885,0.2789,0.85,True,
pop_14_op_m1_n11_251225_062936,bin_greedy,0.0156,0.2876,0.85,True,
pop_14_op_m1_n12_251225_062936,bin_greedy,0.01127,0.2879,0.85,True,
pop_14_op_m1_n13_251225_062936,bin_greedy,0.02676,1.0,,True,Used float fallback (no JSON).
pop_14_op_m1_n14_251225_062936,bin_greedy,0.02797,0.2,0.7,True,
pop_14_op_m1_n15_251225_062936,bin_greedy,0.04588,0.2789,0.85,True,
pop_14_op_m1_n16_251225_062936,bin_greedy,0.03984,0.2,0.7,True,
pop_14_op_m1_n17_251225_062936,bin_greedy,0.04055,0.2789,0.85,True,
pop_14_op_m1_n18_251225_062936,bin_greedy,0.03944,0.2789,0.85,True,
pop_14_op_m1_n19_251225_062936,bin_greedy,0.30073,0.2789,0.85,True,
pop_14_op_m1_n1_251225_062936,bin_greedy,0.01288,0.2879,0.85,True,
pop_14_op_m1_n2_251225_062936,bin_greedy,0.0491,0.2879,0.85,True,
pop_14_op_m1_n3_251225_062936,bin_greedy,0.28333,0.2789,0.85,True,
pop_14_op_m1_n4_251225_062936,bin_greedy,0.01077,0.2879,0.85,True,
pop_14_op_m1_n5_251225_062936,bin_greedy,0.00895,0.2875,0.85,True,
pop_14_op_m1_n6_251225_062936,bin_greedy,0.04075,0.2789,0.85,True,
pop_14_op_m1_n7_251225_062936,bin_greedy,0.01016,0.2879,0.85,True,
pop_14_op_m1_n8_251225_062936,bin_greedy,0.05131,0.2789,0.85,True,
pop_14_op_m1_n9_251225_062936,bin_greedy,0.30607,0.2879,0.85,True,
pop_14_op_m2_n0_251225_063404,bin_greedy,0.03954,0.2879,0.85,True,
pop_14_op_m2_n10_251225_063404,bin_greedy,0.04196,0.2879,0.85,True,
pop_14_op_m2_n11_251225_063404,bin_greedy,0.00734,0.2789,0.85,True,
pop_14_op_m2_n12_251225_063404,bin_greedy,0.00895,0.2879,0.85,True,
pop_14_op_m2_n13_251225_063404,bin_greedy,0.01298,0.2789,0.85,True,
pop_14_op_m2_n14_251225_063404,bin_greedy,0.37137,0.2789,0.85,True,
pop_14_op_m2_n15_251225_063404,bin_greedy,0.01519,0.2879,0.85,True,
pop_14_op_m2_n16_251225_063404,bin_greedy,0.01439,0.2879,0.85,True,
pop_14_op_m2_n17_251225_063404,bin_greedy,0.04648,0.2789,0.85,True,
pop_14_op_m2_n18_251225_063404,bin_greedy,0.0327,0.2789,0.85,True,
pop_14_op_m2_n19_251225_063404,bin_greedy,0.04568,0.2789,0.85,True,
pop_14_op_m2_n1_251225_063404,bin_greedy,0.01097,0.2879,0.85,True,
pop_14_op_m2_n2_251225_063404,bin_greedy,0.36231,0.2789,0.85,True,
pop_14_op_m2_n3_251225_063404,bin_greedy,0.87826,0.278,0.8,True,
pop_14_op_m2_n4_251225_063404,bin_greedy,0.81839,0.2,0.7,True,
pop_14_op_m2_n5_251225_063404,bin_greedy,0.89597,0.278,0.85,True,
pop_14_op_m2_n6_251225_063404,bin_greedy,0.03189,0.2879,0.85,True,
pop_14_op_m2_n7_251225_063404,bin_greedy,0.04226,0.2,0.8,True,
pop_14_op_m2_n8_251225_063404,bin_greedy,0.01127,0.2,0.7,True,
pop_14_op_m2_n9_251225_063404,bin_greedy,0.03612,0.2879,0.85,True,
pop_15_op_e1_n0_251225_063845,bin_greedy,0.40759,0.2789,0.85,True,
pop_15_op_e1_n10_251225_063845,bin_greedy,0.04829,0.2789,0.85,True,
pop_15_op_e1_n11_251225_063845,bin_greedy,0.02606,0.2789,0.85,True,
pop_15_op_e1_n12_251225_063845,bin_greedy,0.04226,0.2789,0.85,True,
pop_15_op_e1_n13_251225_063845,bin_greedy,0.18191,1.0,,True,Used float fallback (no JSON).
pop_15_op_e1_n14_251225_063845,bin_greedy,0.69353,0.2,0.7,True,
pop_15_op_e1_n15_251225_063845,bin_greedy,0.04226,0.2,0.8,True,
pop_15_op_e1_n16_251225_063845,bin_greedy,0.69836,0.2,0.7,True,
pop_15_op_e1_n17_251225_063845,bin_greedy,0.03984,0.2,0.7,True,
pop_15_op_e1_n18_251225_063845,bin_greedy,0.78519,0.2,0.7,True,
pop_15_op_e1_n19_251225_063845,bin_greedy,0.38867,0.2789,0.85,True,
pop_15_op_e1_n1_251225_063845,bin_greedy,0.03994,0.2,0.7,True,
pop_15_op_e1_n2_251225_063845,bin_greedy,0.04316,0.2789,0.85,True,
pop_15_op_e1_n3_251225_063845,bin_greedy,0.12567,0.2789,0.85,True,
pop_15_op_e1_n4_251225_063845,bin_greedy,1.33192,0.2,0.8,True,
pop_15_op_e1_n5_251225_063845,bin_greedy,0.03662,0.2879,0.85,True,
pop_15_op_e1_n7_251225_063845,bin_greedy,0.69293,0.2,0.8,True,
pop_15_op_e1_n8_251225_063845,bin_greedy,0.22437,1.0,,True,Used float fallback (no JSON).
pop_15_op_e1_n9_251225_063845,bin_greedy,0.04507,0.2,0.7,True,
pop_15_op_e2_n0_251225_064411,bin_greedy,0.2781,0.2,0.7,True,
pop_15_op_e2_n10_251225_064411,bin_greedy,0.00895,0.2789,0.85,True,
pop_15_op_e2_n11_251225_064411,bin_greedy,0.04196,0.2875,0.85,True,
pop_15_op_e2_n12_251225_064411,bin_greedy,0.00976,0.2875,0.85,True,
pop_15_op_e2_n13_251225_064411,bin_greedy,0.02666,1.0,,True,Used float fallback (no JSON).
pop_15_op_e2_n14_251225_064411,bin_greedy,0.01278,0.2879,0.85,True,
pop_15_op_e2_n15_251225_064411,bin_greedy,1.03773,0.2789,0.85,True,
pop_15_op_e2_n16_251225_064411,bin_greedy,0.40789,0.2,0.8,True,
pop_15_op_e2_n17_251225_064411,bin_greedy,0.01217,0.2,0.7,True,
pop_15_op_e2_n18_251225_064411,bin_greedy,0.89436,0.2789,0.85,True,
pop_15_op_e2_n19_251225_064411,bin_greedy,0.10222,0.2789,0.85,True,
pop_15_op_e2_n1_251225_064411,bin_greedy,0.25888,0.2789,0.85,True,
pop_15_op_e2_n2_251225_064411,bin_greedy,0.08512,0.2,0.7,True,
pop_15_op_e2_n3_251225_064411,bin_greedy,0.8355,0.2789,0.85,True,
pop_15_op_e2_n4_251225_064411,bin_greedy,0.03974,0.2879,0.85,True,
pop_15_op_e2_n5_251225_064411,bin_greedy,1.28313,0.2,0.7,True,
pop_15_op_e2_n6_251225_064411,bin_greedy,1.51534,0.2789,0.85,True,
pop_15_op_e2_n7_251225_064411,bin_greedy,0.02556,0.2789,0.85,True,
pop_15_op_e2_n8_251225_064411,bin_greedy,0.0171,0.2789,0.85,True,
pop_15_op_e2_n9_251225_064411,bin_greedy,0.01871,0.2,0.7,True,
pop_15_op_m1_n0_251225_064917,bin_greedy,1.49442,0.2876,0.85,True,
pop_15_op_m1_n10_251225_064917,bin_greedy,0.04175,0.2,0.8,True,
pop_15_op_m1_n11_251225_064917,bin_greedy,0.34873,0.3694,0.8,True,
pop_15_op_m1_n12_251225_064917,bin_greedy,0.00765,0.2789,0.85,True,
pop_15_op_m1_n13_251225_064917,bin_greedy,0.2629,0.2879,0.85,True,
pop_15_op_m1_n14_251225_064917,bin_greedy,0.03552,0.2879,0.85,True,
pop_15_op_m1_n15_251225_064917,bin_greedy,0.04216,0.2789,0.85,True,
pop_15_op_m1_n16_251225_064917,bin_greedy,0.63226,0.2789,0.85,True,
pop_15_op_m1_n18_251225_064917,bin_greedy,0.01479,0.2,0.8,True,
pop_15_op_m1_n1_251225_064917,bin_greedy,0.03582,0.2879,0.85,True,
pop_15_op_m1_n2_251225_064917,bin_greedy,0.04145,0.2789,0.85,True,
pop_15_op_m1_n3_251225_064917,bin_greedy,0.10333,0.2789,0.85,True,
pop_15_op_m1_n4_251225_064917,bin_greedy,0.04226,0.2,0.8,True,
pop_15_op_m1_n5_251225_064917,bin_greedy,1.51534,0.2789,0.85,True,
pop_15_op_m1_n6_251225_064917,bin_greedy,0.0497,0.2789,0.85,True,
pop_15_op_m1_n7_251225_064917,bin_greedy,0.8693,0.278,0.85,True,
pop_15_op_m1_n8_251225_064917,bin_greedy,0.23845,0.2879,0.85,True,
pop_15_op_m2_n0_251225_065356,bin_greedy,0.02163,0.2879,0.85,True,
pop_15_op_m2_n10_251225_065356,bin_greedy,0.016,0.2879,0.85,True,
pop_15_op_m2_n11_251225_065356,bin_greedy,0.02646,0.2,0.7,True,
pop_15_op_m2_n12_251225_065356,bin_greedy,0.01056,0.2879,0.85,True,
pop_15_op_m2_n13_251225_065356,bin_greedy,0.04618,0.2789,0.85,True,
pop_15_op_m2_n14_251225_065356,bin_greedy,0.00845,0.2789,0.85,True,
pop_15_op_m2_n15_251225_065356,bin_greedy,0.88158,0.2,0.8,True,
pop_15_op_m2_n16_251225_065356,bin_greedy,0.04226,0.2,0.7,True,
pop_15_op_m2_n17_251225_065356,bin_greedy,0.15937,0.2879,0.85,True,
pop_15_op_m2_n18_251225_065356,bin_greedy,0.02696,0.2789,0.85,True,
pop_15_op_m2_n19_251225_065356,bin_greedy,0.00734,0.2789,0.85,True,
pop_15_op_m2_n1_251225_065356,bin_greedy,0.01217,0.2879,0.85,True,
pop_15_op_m2_n2_251225_065356,bin_greedy,0.00815,0.2789,0.85,True,
pop_15_op_m2_n3_251225_065356,bin_greedy,0.03773,0.2879,0.85,True,
pop_15_op_m2_n4_251225_065356,bin_greedy,0.01207,0.2789,0.85,True,
pop_15_op_m2_n5_251225_065356,bin_greedy,0.01097,0.25,0.8,True,
pop_15_op_m2_n6_251225_065356,bin_greedy,0.38434,0.2879,0.85,True,
pop_15_op_m2_n7_251225_065356,bin_greedy,0.01077,0.2789,0.85,True,
pop_15_op_m2_n8_251225_065356,bin_greedy,0.00885,0.2789,0.85,True,
pop_15_op_m2_n9_251225_065356,bin_greedy,0.01036,0.2789,0.85,True,
pop_16_op_e1_n0_251225_065826,bin_greedy,0.0488,0.2,0.7,True,
pop_16_op_e1_n10_251225_065826,bin_greedy,0.01972,0.2879,0.85,True,
pop_16_op_e1_n11_251225_065826,bin_greedy,0.06067,0.2,0.8,True,
pop_16_op_e1_n12_251225_065826,bin_greedy,0.01419,0.2879,0.85,True,
pop_16_op_e1_n13_251225_065826,bin_greedy,0.06902,0.2879,0.85,True,
pop_16_op_e1_n14_251225_065826,bin_greedy,0.02928,0.2789,0.85,True,
pop_16_op_e1_n15_251225_065826,bin_greedy,0.89586,0.2789,0.85,True,
pop_16_op_e1_n16_251225_065826,bin_greedy,0.00916,0.2879,0.85,True,
pop_16_op_e1_n17_251225_065826,bin_greedy,0.29681,0.2879,0.85,True,
pop_16_op_e1_n18_251225_065826,bin_greedy,0.01056,0.2789,0.85,True,
pop_16_op_e1_n19_251225_065826,bin_greedy,0.01016,0.2789,0.85,True,
pop_16_op_e1_n1_251225_065826,bin_greedy,0.04125,0.04286,0.75,True,
pop_16_op_e1_n2_251225_065826,bin_greedy,0.48134,0.2789,0.85,True,
pop_16_op_e1_n3_251225_065826,bin_greedy,0.03964,0.2879,0.75,True,
pop_16_op_e1_n4_251225_065826,bin_greedy,1.50418,0.04,0.7,True,
pop_16_op_e1_n5_251225_065826,bin_greedy,0.87433,0.2,0.7,True,
pop_16_op_e1_n7_251225_065826,bin_greedy,0.30506,0.2879,0.85,True,
pop_16_op_e1_n8_251225_065826,bin_greedy,0.53456,0.2,0.7,True,
pop_16_op_e1_n9_251225_065826,bin_greedy,0.05665,0.2,0.7,True,
pop_16_op_e2_n0_251225_070340,bin_greedy,0.59744,0.2789,0.85,True,
pop_16_op_e2_n11_251225_070340,bin_greedy,0.43596,0.2,0.7,True,
